Manufacturer|Model|Screen size|CPU Manufacturer|CPU Model|RAM Size|Storage size|Storage Type|System|Color
Lenovo|V330-15IKB|15.6|Intel|Core i5 8250U|4|500|HDD|Windows 10|Black
Mediacom|SmartBook 141|14.0|Intel|Atom x5-Z8350|4|32|SSD|Windows 10|Silver
Toshiba|Tecra X40-D-10H|14.0|Intel|Core i7 7500U|16|512|SSD|Windows 10|Black
Lenovo|IdeaPad Y910-17ISK|17.3|Intel|Core i7 6820HK|32|256|SSD|Windows 10|Gray
MSI|GT73VR Titan|17.3|Intel|Core i7 7820HK|16|512|SSD|Windows 10|Gold
Dell|Inspiron 3567|15.6|Intel|Core i7 7500U|8|256|SSD|Linux|White
Mediacom|SmartBook Edge|14.0|Intel|Celeron Quad Core N3450|4|32|SSD|Windows 10|Green
Dell|Latitude 5580|15.6|Intel|Core i5 7300U|8|500|HDD|Windows 10|Gray
HP|ProBook 430|13.3|Intel|Core i3 7100U|4|128|SSD|Windows 10|White
Dell|Latitude 5580|15.6|Intel|Core i7 7600U|16|256|SSD|Windows 10|Silver
Dell|Chromebook 11|11.6|Intel|Celeron Dual Core N3060|4|16|Flash|Chrome OS|Silver
MSI|GT80S 6QE|17.3|Intel|Core i7 6820HK|16|128|SSD|Windows 10|Black
HP|Omen 17-AN010nv|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Green
Lenovo|Thinkpad T460s|14.0|Intel|Core i7 6600U|12|256|SSD|Windows 10|Green
Lenovo|Ideapad 320-15IKBR|15.6|Intel|Core i7 8550U|12|1|HDD|Windows 10|Gold
Asus|ROG Strix|17.3|Intel|Core i5 7300HQ|8|128|SSD|Windows 10|Silver
Asus|TP501UA-CJ131T|15.6|Intel|Core i5 7200U|8|1|HDD|Windows 10|Silver
Lenovo|IdeaPad 320-15ABR|15.6|AMD|A12-Series 9720P|12|512|SSD|Windows 10|Blue
Dell|Inspiron 3179|11.6|Intel|Core M 7Y30|4|128|SSD|Windows 10|White
Samsung|Notebook Odyssey|15.6|Intel|Core i7 7700HQ|16|128|SSD|Windows 10|White
Lenovo|V320-17ISK|17.3|Intel|Core i3 6006U|4|500|HDD|No OS|Green
Lenovo|IdeaPad 110-15ISK|15.6|Intel|Core i3 6100U|8|1|HDD|Windows 10|Gold
Lenovo|ThinkPad Yoga|13.3|Intel|Core i7 7500U|8|512|SSD|Windows 10|Blue
Lenovo|Thinkpad T470p|14.0|Intel|Core i5 7300HQ|8|256|SSD|Windows 10|White
Dell|Latitude 5289|12.5|Intel|Core i5 7200U|8|256|SSD|Windows 10|Black
Dell|Precision 3520|15.6|Intel|Core i7 7700HQ|8|256|SSD|Windows 10|Silver
HP|EliteBook 850|15.6|Intel|Core i7 7500U|8|256|SSD|Windows 10|Gold
HP|ProBook 450|15.6|Intel|Core i3 7100U|4|500|HDD|Windows 10|White
Acer|Aspire 1|14.0|Intel|Celeron Quad Core N3450|4|32|Flash|Windows 10|Green
MSI|Laptop MSI|17.3|Intel|Core i7 6820HK|16|128|SSD|Windows 10|Green
Dell|Vostro 3568|15.6|Intel|Core i3 6006U|4|1|HDD|Linux|Blue
MSI|GS63VR 7RF|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|White
Toshiba|Tecra Z50-C-144|15.6|Intel|Core i7 6500U|8|256|SSD|Windows 10|Silver
Lenovo|IdeaPad 310-15IKB|15.6|Intel|Core i5 7200U|6|1|HDD|Windows 10|Green
Lenovo|Yoga 720-15IKB|15.6|Intel|Core i7 7700HQ|8|256|SSD|Windows 10|Gray
Acer|Swift SF114-31-P5HY|14.0|Intel|Pentium Quad Core N3710|4|128|Flash|Windows 10|White
Lenovo|Thinkpad P51|15.6|Intel|Xeon E3-1535M v6|32|1|SSD|Windows 10|Silver
Dell|Inspiron 7559|15.6|Intel|Core i7 6700HQ|16|1|HDD|Windows 10|Gray
Dell|Vostro 3568|15.6|Intel|Core i3 6006U|4|1|HDD|Linux|White
Dell|Inspiron 3567|15.6|Intel|Core i3 6006U|4|1|HDD|Linux|Blue
Dell|Latitude 5580|15.6|Intel|Core i5 7300U|4|500|HDD|Linux|Blue
Asus|FX753VD-GC007T|17.3|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Gold
Dell|Vostro 3568|15.6|Intel|Core i5 7200U|4|128|SSD|Linux|Silver
HP|EliteBook 850|15.6|Intel|Core i7 7500U|8|512|SSD|Windows 10|Blue
MSI|GT62VR 7RE|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Blue
Acer|CB5-132T-C9KK|11.6|Intel|Celeron Quad Core N3160|4|32|Flash|Chrome OS|Green
HP|ProBook 650|14.0|Intel|Core i5 7300U|8|256|SSD|Windows 10|Black
Lenovo|ThinkPad T470|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 7|Gold
Dell|Inspiron 5570|15.6|Intel|Core i5 8250U|4|1|HDD|Windows 10|Green
Fujitsu|LifeBook A557|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Black
HP|EliteBook 850|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 7|Black
Lenovo|IdeaPad 320-15IKB|15.6|Intel|Core i7 7500U|8|1|HDD|Windows 10|White
Mediacom|SmartBook 140|14.0|Intel|Atom x5-Z8350|2|32|Flash|Windows 10|Green
Lenovo|IdeaPad 320-15IKBN|15.6|Intel|Core i5 7200U|4|128|SSD|No OS|White
Asus|Q304UA-BHI5T11|13.3|Intel|Core i5 7200U|6|1|HDD|Windows 10|White
Dell|XPS 15|15.6|Intel|Core i7 7700HQ|8|256|SSD|Windows 10|Gray
Asus|ZenBook 3|14.0|Intel|Core i7 7500U|16|512|SSD|Windows 10|Blue
Dell|Inspiron 7567|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Black
Lenovo|V330-15IKB|15.6|Intel|Core i5 8250U|4|256|SSD|Windows 10|Green
Lenovo|Ideapad 320-15ISK|15.6|Intel|Core i3 6006U|4|1|HDD|Windows 10|Black
Asus|X541NA-GO414T|15.6|Intel|Celeron Dual Core N3350|8|1|HDD|Windows 10|Gold
Asus|VivoBook Pro|15.6|Intel|Core i5 7300HQ|8|1|HDD|Windows 10|White
Dell|XPS 13|13.3|Intel|Core i5 8250U|8|256|SSD|Windows 10|Green
Lenovo|IdeaPad 100S-14IBR|14.0|Intel|Celeron Dual Core N3060|2|32|Flash|Windows 10|Green
Lenovo|Thinkpad Yoga|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|Blue
Dell|XPS 15|15.6|Intel|Core i7 7700HQ|16|1|SSD|Windows 10|Gray
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Gold
HP|17-AK091ND|17.0|AMD|A9-Series 9420|8|1|HDD|Windows 10|Blue
Lenovo|ThinkPad X1|14.0|Intel|Core i7 7500U|16|512|SSD|Windows 10|Gray
Asus|ROG GL553VE-FY022|15.6|Intel|Core i7 7700HQ|8|1|HDD|No OS|Green
Acer|Extensa EX2540|15.6|Intel|Core i3 6006U|4|500|HDD|Windows 10|Gold
Lenovo|IdeaPad 100S-14IBR|14.0|Intel|Celeron Dual Core N3060|4|32|Flash|Windows 10|Gold
Acer|Swift 3|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Green
Razer|Blade Pro|14.0|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Gray
Toshiba|Portege Z30-C-16J|13.3|Intel|Core i5 6200U|8|256|SSD|Windows 10|Silver
Lenovo|Thinkpad X270|12.5|Intel|Core i7 7500U|8|256|SSD|Windows 10|Green
Asus|ROG G701VI|17.3|Intel|Core i7 6820HK|32|512|SSD|Windows 10|White
Acer|A715-71G-59DH|15.6|Intel|Core i5 7300HQ|8|1|HDD|Linux|Blue
Dell|XPS 13|13.3|Intel|Core i5 8250U|8|256|SSD|Windows 10|Black
MSI|GL62M 7REX|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Blue
HP|250 G6|15.6|Intel|Core i3 6006U|4|500|HDD|No OS|Black
Toshiba|Tecra A50-D-11M|15.6|Intel|Core i5 7200U|8|500|HDD|Windows 10|Gray
Dell|Inspiron 5570|15.6|Intel|Core i7 8550U|8|256|SSD|Windows 10|Gray
Dell|Inspiron 5570|15.6|Intel|Core i7 8550U|16|256|SSD|Windows 10|Silver
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i7 6700HQ|8|128|SSD|Windows 10|Black
Dell|Alienware 17|17.3|Intel|Core i7 7700HQ|32|512|SSD|Windows 10|Green
Dell|Latitude E7470|14.0|Intel|Core i5 6300U|8|256|SSD|Windows 10|Gray
Lenovo|Ideapad 320-15IAP|15.6|Intel|Celeron Dual Core N3350|4|500|HDD|Windows 10|Gold
Lenovo|IdeaPad 320-15ISK|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 10|White
HP|15-ay047nv|15.6|Intel|Core i3 6006U|6|1|HDD|Windows 10|Silver
MSI|GP72VR Leopard|17.3|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Silver
Toshiba|Satellite Pro|15.6|Intel|Core i3 6100U|4|128|SSD|Windows 10|Green
Dell|Latitude 3580|15.6|Intel|Core i5 7200U|8|1|HDD|Windows 10|White
HP|15-bs012nv|15.6|Intel|Core i7 7500U|8|1|HDD|Windows 10|Gray
Toshiba|Tecra Z50-D-10E|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Silver
Acer|Aspire 3|15.6|Intel|Core i3 6006U|4|128|SSD|Linux|Black
Microsoft|Surface Laptop|13.5|Intel|Core i7 7600U|8|256|SSD|Windows 10 S|Black
Lenovo|V310-15ISK|15.6|Intel|Core i5 7200U|8|128|SSD|Windows 10|White
Lenovo|Yoga 720-13IKB|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Green
Lenovo|IdeaPad 320-15AST|15.6|AMD|E-Series E2-9000|4|128|SSD|Windows 10|White
HP|Pavilion X360|14.0|Intel|Core i3 7100U|4|128|SSD|Windows 10|Silver
MSI|GP62 7RDX|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Gray
Asus|Zenbook 3|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Silver
HP|Chromebook X360|11.6|Intel|Celeron Dual Core N3350|8|64|Flash|Chrome OS|Blue
LG|Gram 15Z975|15.6|Intel|Core i7 8550U|8|512|SSD|Windows 10|Gray
Acer|Aspire VX5-591G|15.6|Intel|Core i5 7300HQ|16|256|SSD|Windows 10|Black
MSI|GV62M 7RD|15.6|Intel|Core i5 7300HQ|8|256|SSD|Windows 10|White
Asus|L502NA-GO052T|15.6|Intel|Celeron Dual Core N3350|4|128|SSD|Windows 10|White
Dell|Alienware 15|15.6|Intel|Core i5 7300HQ|16|128|SSD|Windows 10|Green
HP|17-bs000nv I3|17.3|Intel|Core i3 6006U|4|256|SSD|Windows 10|Black
Lenovo|Yoga 730|13.3|Intel|Core i7 8550U|8|512|SSD|Windows 10|Blue
Dell|Alienware 15|15.6|Intel|Core i7 7820HK|16|256|SSD|Windows 10|Silver
HP|250 G6|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|White
Dell|Inspiron 3567|15.6|Intel|Core i3 6006U|4|1|HDD|Windows 10|Green
HP|17-Y002nv|17.3|AMD|A10-Series 9600P|6|2|HDD|Windows 10|Black
Lenovo|V110-15ISK|15.6|Intel|Celeron Dual Core 3855U|4|500|HDD|Windows 10|Blue
Acer|Chromebook 14|14.0|Intel|Celeron Dual Core 3855U|4|32|Flash|Chrome OS|Gold
Lenovo|IdeaPad 520s-14IKB|14.0|Intel|Core i5 7200U|4|256|SSD|Windows 10|Blue
HP|ZBook 17|17.3|Intel|Core i7 7700HQ|8|500|HDD|Windows 10|Silver
Lenovo|ThinkPad X1|14.0|Intel|Core i7 7500U|8|256|SSD|Windows 10|Green
Toshiba|Satellite Pro|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
Acer|TravelMate B117-M|11.6|Intel|Celeron Dual Core N3050|4|32|Flash|Windows 10|Gold
Lenovo|Yoga 910-13IKB|14.0|Intel|Core i7 7500U|16|512|SSD|Windows 10|Gold
Asus|Chromebook Flip|12.5|Intel|Core M M3-6Y30|4|64|Flash|Chrome OS|Gold
Toshiba|Portege Z30T-C-133|13.3|Intel|Core i7 6500U|16|512|SSD|Windows 10|Green
HP|15-bs011nv|15.6|Intel|Core i7 7500U|4|500|HDD|Windows 10|White
Dell|Inspiron 5577|15.6|Intel|Core i5 7300HQ|8|1|HDD|Windows 10|Black
Lenovo|IdeaPad 320-15AST|15.6|AMD|A9-Series 9420|4|256|SSD|Windows 10|Black
Lenovo|IdeaPad 320-15ABR|15.6|AMD|A12-Series 9720P|8|1|HDD|Windows 10|Gold
Lenovo|V310-15IKB|15.6|Intel|Core i5 7200U|4|1|HDD|Windows 10|Blue
Lenovo|V310-15ISK|15.6|Intel|Core i3 6006U|4|500|HDD|No OS|Green
Dell|Vostro 5568|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gold
Acer|Spin 5|13.3|Intel|Core i5 8250U|8|256|SSD|Windows 10|Green
Lenovo|ThinkPad P51s|15.6|Intel|Core i7 6500U|16|512|SSD|Windows 7|Black
Lenovo|Thinkpad T460p|14.0|Intel|Core i5 6300HQ|8|256|SSD|Windows 10|Blue
HP|17-ak002nv|17.3|AMD|A10-Series 9620P|6|2|HDD|Windows 10|Gold
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Gold
Dell|Latitude 5480|14.0|Intel|Core i5 7440HQ|8|256|SSD|Linux|Gold
Dell|Vostro 5568|15.6|Intel|Core i5 7200U|8|1|HDD|Linux|Silver
Asus|VivoBook E403NA|14.0|Intel|Celeron Dual Core N3350|4|32|Flash|Windows 10|Green
Dell|Latitude 5580|15.6|Intel|Core i5 7300U|16|512|SSD|Windows 10|Black
Lenovo|Thinkpad E470|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Dell|Latitude 5580|15.6|Intel|Core i5 7300U|8|256|SSD|Windows 10|Green
Lenovo|110-15ACL|15.6|AMD|A6-Series 7310|4|500|HDD|Windows 10|Blue
Mediacom|Smartbook 142|14.0|Intel|Atom Z8350|4|32|HDD|Windows 10|Black
HP|ProBook 470|17.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|Gray
Lenovo|ThinkPad X1|14.0|Intel|Core i7 6500U|8|512|SSD|Windows 10|Blue
HP|Pavilion X360|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Green
Lenovo|ThinkPad T470s|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Silver
Dell|Alienware 17|17.3|Intel|Core i7 7700HQ|32|1|SSD|Windows 10|Blue
MSI|GL72M 7REX|17.3|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Gold
Lenovo|V310-15IKB|15.6|Intel|Core i5 7200U|4|1|HDD|No OS|Black
Dell|Inspiron 5570|15.6|Intel|Core i5 8250U|8|128|SSD|Windows 10|Black
Dell|Inspiron 5378|13.3|Intel|Core i3 7100U|4|1|HDD|Windows 10|White
Dell|Inspiron 5567|15.6|Intel|Core i5 7200U|8|1|HDD|Linux|White
HP|15-BW037na|15.6|AMD|A9-Series 9420|4|1|HDD|Windows 10|Gold
Acer|Predator 17|17.3|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|Black
Dell|Inspiron 3567|15.6|Intel|Core i5 7200U|12|1|HDD|Windows 10|White
HP|15-BW091ND|15.6|AMD|A9-Series A9-9420|6|128|SSD|Windows 10|Gold
Acer|Extensa EX2540-58KR|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Green
Lenovo|ThinkPad 13|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Silver
Lenovo|V310-15IKB|15.6|Intel|Core i7 7500U|4|1|HDD|Windows 10|Gray
HP|ZBook 15|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Gray
Dell|Inspiron 5379|13.3|Intel|Core i5 8250U|8|1|HDD|Windows 10|Green
MSI|GS63VR 7RF|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Black
Acer|Aspire ES1-572|15.6|Intel|Core i3 6006U|4|500|HDD|Windows 10|White
Dell|Inspiron 7560|15.6|Intel|Core i7 7500U|8|128|SSD|Windows 10|Silver
Dell|Vostro 3568|15.6|Intel|Core i3 6006U|8|256|SSD|Windows 10|Blue
Toshiba|Tecra X40-D-10G|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|White
Lenovo|Flex 5|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Green
Lenovo|Thinkpad P51s|15.6|Intel|Core i7 7600U|16|1|SSD|Windows 10|White
Acer|Chromebook 14|14.0|Intel|Celeron Dual Core N3060|2|32|Flash|Chrome OS|White
Samsung|Notebook 9|13.3|Intel|Core i7 7500U|16|256|SSD|Windows 10|Blue
HP|250 G6|15.6|Intel|Core i3 6006U|8|256|SSD|Windows 10|Blue
Dell|Latitude 5480|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Silver
HP|Zbook 17|17.3|Intel|Xeon E3-1535M v5|16|256|SSD|Windows 7|Blue
Lenovo|N23|11.6|Intel|Celeron Dual Core N3060|4|128|SSD|Windows 10|Green
HP|EliteBook 850|15.6|Intel|Core i5 6300U|8|256|SSD|Windows 10|Blue
Asus|X550VX-XX015D|15.6|Intel|Core i5 6300HQ|4|1|HDD|No OS|Gray
Lenovo|Thinkpad T460|14.0|Intel|Core i5 6200U|4|1|SSD|Windows 10|Gold
Asus|Pro P2540UA-XO0192R|15.6|Intel|Core i7 7500U|4|256|SSD|Windows 10|Silver
Lenovo|Yoga 900-13ISK|13.3|Intel|Core i5 6260U|8|256|SSD|Windows 10|White
HP|15-cb003na|15.6|Intel|Core i5 7300HQ|8|128|SSD|Windows 10|Gray
HP|ZBook 15|15.6|Intel|Core i7 6700HQ|8|256|SSD|Windows 7|Blue
Dell|Alienware 17|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Green
Acer|Aspire 3|15.6|Intel|Core i5 7200U|4|256|SSD|Windows 10|Gold
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Black
Dell|Latitude 7280|12.5|Intel|Core i7 7600U|16|256|SSD|Windows 10|Gold
Google|Pixelbook|12.3|Intel|Core i5 7Y57|8|256|SSD|Chrome OS|Silver
Asus|Zenbook UX330UA-AH5Q|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Black
Dell|Latitude 3380|13.3|Intel|Core i3 6006U|4|500|HDD|Windows 10|Blue
Acer|TravelMate P238-M|13.3|Intel|Core i5 6200U|4|128|SSD|Windows 10|Green
Asus|X751NV-TY001|17.3|Intel|Pentium Quad Core N4200|4|1|HDD|Windows 10|Green
Dell|Inspiron 7559|15.6|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|White
Samsung|Notebook 9|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|White
Acer|Aspire A315-31|15.6|Intel|Pentium Quad Core N4200|4|1|HDD|Linux|Green
Dell|Inspiron 5567|15.6|Intel|Core i7 7500U|16|256|SSD|Windows 10|White
Samsung|Notebook 9|15.0|Intel|Core i7 7500U|16|256|SSD|Windows 10|Blue
Toshiba|Tecra A40-C-1E5|14.0|Intel|Core i5 6200U|4|128|SSD|Windows 10|Blue
Dell|Inspiron 7567|15.6|Intel|Core i7 7700HQ|8|1|HDD|Windows 10|Blue
HP|EliteBook 820|12.5|Intel|Core i5 6200U|4|256|SSD|Windows 10|Blue
Asus|Q524UQ-BHI7T15|15.6|Intel|Core i7 7500U|12|2|HDD|Windows 10|Blue
Lenovo|Thinkpad P50|15.6|Intel|Core i7 6820HQ|16|512|SSD|Windows 7|Gray
Acer|Swift 3|14.0|Intel|Core i3 7100U|4|128|SSD|Windows 10|White
Razer|Blade Pro|14.0|Intel|Core i7 7700HQ|16|512|SSD|Windows 10|Silver
Asus|Vivobook Max|15.6|Intel|Pentium Dual Core N4200|8|128|SSD|Windows 10|Black
Dell|Alienware 17|17.3|Intel|Core i7 7700HQ|32|1|SSD|Windows 10|Gray
Asus|Rog G752VS-BA171T|17.3|Intel|Core i7 6700HQ|16|256|SSD|Windows 10|White
Toshiba|Tecra Z40-C-161|14.0|Intel|Core i7 6600U|16|512|SSD|Windows 10|Black
Lenovo|IdeaPad 110-15IBR|15.6|Intel|Celeron Quad Core N3710|8|1|HDD|No OS|Silver
Lenovo|ThinkPad T470s|14.0|Intel|Core i7 7500U|16|512|SSD|Windows 10|Gray
MSI|GS43VR 7RE|14.0|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Blue
MSI|GL62M|15.6|Intel|Core i5 7300HQ|8|128|SSD|Windows 10|Silver
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i7 7700HQ|4|1|HDD|Windows 10|Green
Acer|Predator G9-793|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Blue
Dell|Inspiron 7567|15.6|Intel|Core i5 7300HQ|8|256|SSD|Windows 10|Silver
Asus|FX502VM-DM560T|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Black
Vero|K146|14.0|Intel|Celeron Dual Core N3350|4|32|Flash|Windows 10|Black
Lenovo|ThinkPad Yoga|13.3|Intel|Core i7 7500U|8|512|SSD|Windows 10|Green
Lenovo|Yoga 510-15IKB|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Black
Apple|MacBook 12|12.0|Intel|Core M|8|512|Flash|Mac OS X|Gray
Lenovo|ThinkPad X1|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Green
Asus|R417NA-RS01|14.0|Intel|Celeron Dual Core N3350|4|32|Flash|Windows 10|White
Dell|Latitude 3580|15.6|Intel|Core i5 7200U|8|128|SSD|Windows 10|Blue
Lenovo|Yoga 910-13IKB|13.9|Intel|Core i7 7500U|8|256|SSD|Windows 10|Green
Dell|Vostro 5568|15.6|Intel|Core i3 6006U|8|256|SSD|Windows 10|Gold
HP|ZBook 17|15.6|Intel|Core i7 7700HQ|8|256|SSD|Windows 10|Gold
Asus|Pro P2540UA-XS51|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
Dell|XPS 13|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Black
Dell|XPS 15|15.6|Intel|Core i5 7300HQ|8|256|SSD|Windows 10|Gray
Dell|Latitude 3180|11.6|Intel|Pentium Quad Core N4200|4|128|SSD|Windows 10|Blue
HP|EliteBook 820|12.5|Intel|Core i5 7300U|8|256|SSD|Windows 10|White
Toshiba|Satellite Pro|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 10|White
HP|15-ba043na|15.6|AMD|A12-Series 9700P|8|2|HDD|Windows 10|Gray
Dell|Inspiron 7567|15.6|Intel|Core i7 7700HQ|16|512|SSD|Windows 10|Black
Lenovo|IdeaPad 310-15IKB|15.6|Intel|Core i5 7200U|4|1|HDD|Windows 10|Silver
HP|Omen 17-an012dx|17.3|Intel|Core i7 7700HQ|12|1|HDD|Windows 10|Blue
MSI|GE72MVR 7RG|17.3|Intel|Core i7 7700HQ|16|512|SSD|Windows 10|Silver
Samsung|Notebook 9|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
Dell|Vostro 5568|15.6|Intel|Core i7 7500U|8|1|HDD|Windows 10|Silver
Dell|Vostro 3568|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
Lenovo|Thinkpad T470s|14.0|Intel|Core i7 7500U|8|256|SSD|Windows 10|White
Razer|Blade Stealth|12.5|Intel|Core i7 7500U|16|512|SSD|Windows 10|Silver
HP|Chromebook 11|11.6|Intel|Celeron Dual Core N3060|4|16|Flash|Chrome OS|Gold
Dell|Alienware 17|17.3|Intel|Core i7 7700HQ|16|128|SSD|Windows 10|Blue
Dell|Latitude 3480|14.0|Intel|Core i5 6200U|4|500|HDD|Windows 10|Gold
Lenovo|V110-15ISK|15.6|Intel|Core i3 6006U|4|500|HDD|Windows 10|Green
Toshiba|Tecra X40-D-10Z|14.0|Intel|Core i5 7200U|4|128|SSD|Windows 10|White
Lenovo|Thinkpad X1|14.0|Intel|Core i7 7500U|8|512|SSD|Windows 10|Green
MSI|GL62M 7RD|15.6|Intel|Core i5 7300HQ|8|256|SSD|Windows 10|Green
Lenovo|ThinkPad X1|14.0|Intel|Core i5 7200U|8|256|Flash|Windows 10|Silver
Toshiba|Satellite Pro|14.0|Intel|Pentium Dual Core 4405U|4|128|SSD|Windows 10|Silver
Asus|ZenBook Flip|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Dell|Latitude 3480|14.0|Intel|Core i3 6006U|4|500|HDD|Windows 10|White
Acer|Chromebook 11|11.6|Intel|Celeron Dual Core N3060|4|32|Flash|Chrome OS|Silver
Acer|Swift 3|14.0|Intel|Core i3 7100U|8|128|SSD|Windows 10|Gold
Razer|Blade Pro|17.3|Intel|Core i7 7820HK|32|512|SSD|Windows 10|Silver
Lenovo|Thinkpad X1|14.0|Intel|Core i7 6600U|16|512|SSD|Windows 10|Silver
Asus|VivoBook Max|15.6|Intel|Core i5 7200U|4|1|HDD|Linux|Green
Lenovo|Thinkpad T460|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 10|Gold
Lenovo|ThinkPad T470s|14.0|Intel|Core i5 7300U|8|256|SSD|Windows 10|Silver
Dell|Alienware 15|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|White
Asus|Rog GL702VS-BA023T|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|White
Toshiba|Satellite Pro|15.6|Intel|Core i3 7100U|4|500|HDD|Windows 10|Gold
Lenovo|N42-20 Chromebook|14.0|Intel|Celeron Quad Core N3160|4|16|Flash|Chrome OS|Green
Asus|R558UA-DM966T|15.6|Intel|Core i5 7200U|8|128|HDD|Windows 10|Green
Asus|Rog GL702VM-GC017T|17.3|Intel|Core i7 6700HQ|16|512|SSD|Windows 10|Gray
Dell|Alienware 17|17.3|Intel|Core i7 7700HQ|32|512|SSD|Windows 10|Gray
HP|ProBook 470|17.3|Intel|Core i5 7200U|8|1|HDD|Windows 10|Gold
Dell|Vostro 3568|15.6|Intel|Core i5 7200U|8|128|SSD|Windows 10|Blue
HP|EliteBook 840|14.0|Intel|Core i7 6500U|8|512|SSD|Windows 7|Green
Dell|Vostro 3568|15.6|Intel|Core i7 7500U|4|256|SSD|Windows 10|Black
HP|Chromebook X360|11.6|Intel|Celeron Dual Core N3350|4|32|Flash|Chrome OS|Green
Asus|ZenBook UX310UQ-GL026T|13.3|Intel|Core i5 6200U|8|512|SSD|Windows 10|White
HP|EliteBook x360|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
HP|EliteBook 840|14.0|Intel|Core i7 6500U|8|512|SSD|Windows 10|Gold
HP|250 G6|15.6|Intel|Celeron Dual Core N3060|4|128|SSD|No OS|Gray
Asus|Rog GL502VM-DS74|15.6|Intel|Core i7 7700HQ|16|128|SSD|Windows 10|Silver
Dell|Inspiron 5767|17.3|Intel|Core i7 7500U|8|1|HDD|Linux|Gray
Lenovo|ThinkPad T470p|14.0|Intel|Core i7 7700HQ|8|256|SSD|Windows 10|Black
Asus|K556UR-DM621T|15.6|Intel|Core i7 7500U|8|256|SSD|Windows 10|Silver
Dell|Latitude 5580|15.6|Intel|Core i5 7200U|8|128|SSD|Windows 10|White
Asus|X541NA|15.6|Intel|Pentium Quad Core N4200|4|1|HDD|Windows 10|White
HP|EliteBook x360|13.3|Intel|Core i7 7600U|8|256|SSD|Windows 10|Gray
